Base_Fare,Days_to_Journey,Seats_Booked_Percentage,Is_Premium,Target_Fare
2600,99,57,0,2600.0
2172,107,71,1,3258.0
1734,63,69,1,2601.0
2237,11,89,1,3355.5
2991,31,14,0,2991.0
966,49,89,1,1449.0
1971,112,16,0,1971.0
1021,103,60,1,1531.5
2425,100,74,1,3637.5
1600,94,18,1,1600.0
713,87,91,0,713.0
2544,19,54,1,3561.6
1636,12,56,0,1636.0
536,15,76,1,804.0
1429,31,33,1,1714.8
2556,43,19,1,2556.0
2994,101,82,1,4491.0
1061,37,86,0,1061.0
2872,79,57,1,4020.7999999999997
2708,29,44,0,2708.0
486,114,63,1,729.0
2912,107,96,1,4368.0
2523,26,90,1,3784.5
2918,108,80,0,2918.0
2861,2,25,1,3147.1000000000004
2904,84,62,0,2904.0
1708,15,49,0,1708.0
2100,116,29,1,2310.0
894,4,97,0,894.0
2047,86,78,1,3070.5
2342,50,54,0,2342.0
1468,38,15,0,1468.0
1824,23,78,0,1824.0
996,59,58,0,996.0
849,90,48,1,1103.7
884,115,11,0,884.0
1045,75,48,1,1358.5
2029,28,30,0,2029.0
1061,66,49,1,1379.3
1157,8,91,1,1735.5
688,29,63,0,688.0
1120,11,21,0,1120.0
1037,101,90,1,1555.5
2682,18,46,0,2682.0
2863,55,47,0,2863.0
898,50,24,0,898.0
1033,14,16,0,1033.0
2073,118,87,0,2073.0
2430,74,59,0,2430.0
514,99,74,0,514.0
1073,9,76,0,1073.0
2136,99,53,0,2136.0
1657,11,40,1,2154.1
2653,63,52,0,2653.0
2694,108,86,0,2694.0
546,76,57,0,546.0
2565,67,91,0,2565.0
811,53,90,0,811.0
2087,39,90,1,3130.5
2810,78,70,1,4215.0
1932,56,84,0,1932.0
536,28,93,1,804.0
418,75,19,0,418.0
2642,39,38,0,2642.0
2777,25,57,1,3887.7999999999997
2359,21,90,1,3538.5
2622,10,71,1,3933.0
1401,43,22,1,1541.1000000000001
848,15,53,1,1187.1999999999998
2348,83,56,0,2348.0
1345,48,73,0,1345.0
1777,86,62,0,1777.0
1922,21,99,1,2883.0
540,60,86,0,540.0
2320,116,85,1,3480.0
492,108,53,0,492.0
638,96,37,1,765.6
604,50,11,1,604.0
1856,23,66,0,1856.0
644,13,66,0,644.0
1231,69,43,0,1231.0
694,4,96,0,694.0
1255,92,67,1,1882.5
2464,78,61,0,2464.0
470,72,38,1,564.0
1692,9,44,0,1692.0
1748,115,84,0,1748.0
704,35,57,0,704.0
1430,101,42,0,1430.0
1737,21,84,0,1737.0
1216,58,82,1,1824.0
1526,18,87,0,1526.0
1220,97,18,1,1220.0
592,72,57,0,592.0
2176,115,76,1,3264.0
928,113,92,0,928.0
2618,81,45,0,2618.0
650,43,80,0,650.0
2188,95,53,1,3063.2
2988,98,91,1,4482.0
2426,6,69,0,2426.0
2863,86,72,0,2863.0
1803,78,14,0,1803.0
1567,67,96,1,2350.5
2472,12,95,0,2472.0
1496,100,99,1,2244.0
2247,12,85,0,2247.0
904,109,49,1,1175.2
2021,66,28,1,2223.1000000000004
2783,2,56,1,3896.2
2872,15,74,0,2872.0
2946,23,76,1,4419.0
1787,29,27,0,1787.0
1622,81,59,1,2270.7999999999997
1117,96,39,0,1117.0
738,7,75,1,1107.0
1058,94,14,1,1058.0
1361,28,51,0,1361.0
828,14,93,0,828.0
1298,44,14,1,1298.0
538,30,59,1,753.1999999999999
941,81,94,0,941.0
2504,32,67,1,3756.0
1655,110,88,1,2482.5
2882,70,93,0,2882.0
783,115,17,0,783.0
593,88,40,0,593.0
2981,6,21,1,3279.1000000000004
2965,27,30,1,3558.0
2632,82,71,1,3948.0
2295,88,99,0,2295.0
2739,101,42,1,3560.7000000000003
1131,24,35,0,1131.0
2563,102,99,0,2563.0
1084,34,49,1,1409.2
481,40,74,0,481.0
2780,47,68,1,4170.0
2782,79,24,0,2782.0
931,75,10,0,931.0
2383,86,20,0,2383.0
620,118,64,1,930.0
1034,24,11,0,1034.0
2169,65,74,1,3253.5
2770,18,53,0,2770.0
2274,44,25,0,2274.0
402,76,31,0,402.0
2117,57,27,1,2328.7000000000003
605,107,56,1,847.0
2255,28,90,1,3382.5
439,104,39,1,526.8
2506,71,19,1,2506.0
1043,23,67,0,1043.0
1930,85,71,0,1930.0
2307,34,94,1,3460.5
2543,11,89,1,3814.5
1297,86,15,1,1297.0
1485,106,76,1,2227.5
1679,35,50,0,1679.0
2795,116,52,1,3912.9999999999995
1070,93,94,1,1605.0
1905,42,86,1,2857.5
2764,28,27,1,3040.4
1118,82,67,0,1118.0
1471,78,69,0,1471.0
2355,82,97,1,3532.5
1559,92,36,0,1559.0
649,24,77,0,649.0
2761,8,31,1,3313.2
2292,106,33,1,2750.4
2253,118,49,0,2253.0
1903,109,83,0,1903.0
2932,53,75,0,2932.0
1634,72,49,0,1634.0
443,4,15,0,443.0
982,91,27,1,1080.2
1688,100,90,0,1688.0
619,5,96,0,619.0
2325,97,39,0,2325.0
2848,49,30,0,2848.0
1390,98,71,0,1390.0
2212,30,19,0,2212.0
1257,72,22,0,1257.0
1203,103,85,0,1203.0
889,63,18,1,889.0
2180,47,77,1,3270.0
1893,26,48,0,1893.0
2105,57,33,1,2526.0
2714,37,43,1,3528.2000000000003
453,98,70,1,679.5
2975,7,50,1,4165.0
1015,40,14,1,1015.0
1482,92,88,1,2223.0
2248,39,59,0,2248.0
1354,62,13,0,1354.0
2833,103,60,1,4249.5
2029,92,61,0,2029.0
1049,78,48,1,1363.7
2747,53,17,0,2747.0
794,114,54,0,794.0
1759,102,97,0,1759.0
2961,4,37,1,3553.2
2843,106,36,0,2843.0
770,82,74,0,770.0
1257,108,43,1,1634.1000000000001
1190,112,90,1,1785.0
1057,25,71,0,1057.0
1792,7,71,1,2688.0
783,102,47,0,783.0
2509,28,35,0,2509.0
2952,69,33,1,3542.4
638,67,48,1,829.4
594,108,30,0,594.0
2508,95,56,1,3511.2
1552,111,57,0,1552.0
2415,106,22,1,2656.5
555,20,12,1,555.0
1322,83,41,1,1718.6000000000001
2009,112,44,1,2611.7000000000003
1374,11,28,1,1511.4
1630,104,23,0,1630.0
2835,67,57,0,2835.0
2214,87,95,0,2214.0
1237,7,90,1,1855.5
2407,23,77,0,2407.0
1763,61,54,0,1763.0
2787,71,28,1,3065.7000000000003
603,110,73,1,904.5
560,34,75,1,840.0
791,106,88,0,791.0
1168,19,75,0,1168.0
2981,58,84,1,4471.5
1493,9,54,0,1493.0
804,48,96,0,804.0
1007,115,83,1,1510.5
2014,82,76,0,2014.0
1940,41,78,1,2910.0
2237,48,12,0,2237.0
1089,45,47,1,1415.7
1640,106,86,0,1640.0
2503,25,51,0,2503.0
765,116,92,1,1147.5
2122,78,49,1,2758.6
854,108,59,1,1195.6
503,25,44,1,653.9
476,19,33,0,476.0
629,39,97,1,943.5
2337,119,26,1,2570.7000000000003
2778,79,49,1,3611.4
1605,80,83,1,2407.5
1292,27,75,1,1938.0
1973,104,53,0,1973.0
2474,74,32,1,2968.7999999999997
2075,63,15,1,2075.0
698,68,75,1,1047.0
1356,115,30,0,1356.0
1514,19,44,0,1514.0
2927,28,38,0,2927.0
2905,85,16,1,2905.0
1874,111,62,1,2811.0
764,78,46,0,764.0
2098,33,32,0,2098.0
750,112,17,1,750.0
2700,10,85,1,4050.0
2304,83,57,1,3225.6
1411,30,19,0,1411.0
2906,22,88,1,4359.0
898,3,33,1,1077.6
1349,101,99,0,1349.0
2394,105,56,0,2394.0
2446,82,62,0,2446.0
907,75,48,1,1179.1000000000001
1727,48,76,0,1727.0
2948,2,75,0,3248.0
565,76,15,1,565.0
2909,54,30,1,3490.7999999999997
1319,6,82,0,1319.0
513,107,83,1,769.5
1391,40,45,0,1391.0
2351,108,12,1,2351.0
2654,93,97,1,3981.0
1658,94,95,0,1658.0
914,2,87,0,1188.2
1631,73,51,0,1631.0
1108,111,54,1,1551.1999999999998
2585,2,53,0,2885.0
738,93,42,1,959.4
2984,97,69,1,4476.0
467,74,95,0,467.0
1996,98,92,1,2994.0
1964,108,92,1,2946.0
782,55,79,0,782.0
418,72,92,1,627.0
2521,101,86,1,3781.5
972,118,35,0,972.0
1699,60,95,0,1699.0
2658,97,30,1,3189.6
2343,111,11,1,2343.0
1050,6,56,1,1470.0
2045,108,39,1,2454.0
1393,104,36,0,1393.0
2987,109,80,1,4480.5
1738,19,29,1,1911.8000000000002
1300,96,59,1,1819.9999999999998
2084,27,32,1,2500.7999999999997
1985,1,22,0,2285.0
2323,107,90,1,3484.5
2181,116,13,0,2181.0
1536,33,23,0,1536.0
2617,40,29,0,2617.0
2344,32,22,0,2344.0
1437,69,12,0,1437.0
2138,17,99,1,3207.0
687,8,99,0,687.0
2636,57,91,0,2636.0
1990,42,87,0,1990.0
2145,98,56,1,3003.0
2918,9,12,0,2918.0
1498,87,10,1,1498.0
2724,35,99,0,2724.0
1339,114,33,0,1339.0
1848,71,44,1,2402.4
970,79,23,1,1067.0
1400,53,76,1,2100.0
1605,54,22,0,1605.0
2905,84,56,1,4066.9999999999995
1317,114,59,1,1843.8
2274,25,87,1,3411.0
1232,67,94,1,1848.0
2640,62,35,1,3168.0
2078,55,12,0,2078.0
1015,46,60,1,1522.5
805,24,49,0,805.0
2149,98,77,1,3223.5
492,46,45,1,639.6
2877,22,60,0,2877.0
1053,11,10,0,1053.0
833,48,42,0,833.0
1535,8,16,0,1535.0
774,39,61,1,1161.0
1466,107,20,0,1466.0
606,35,36,1,727.1999999999999
1179,49,23,1,1296.9
1719,46,95,1,2578.5
1541,38,89,0,1541.0
931,8,55,0,931.0
2613,54,85,0,2613.0
489,37,19,1,489.0
1517,91,33,0,1517.0
412,92,70,0,412.0
2257,40,27,1,2482.7000000000003
1204,34,95,0,1204.0
1344,96,18,1,1344.0
2257,79,26,0,2257.0
2010,108,67,0,2010.0
2359,17,22,0,2359.0
1452,33,59,0,1452.0
695,47,15,0,695.0
1325,110,94,1,1987.5
1039,52,60,0,1039.0
2787,118,45,0,2787.0
1027,80,80,0,1027.0
2886,93,34,0,2886.0
1567,9,20,0,1567.0
1341,33,53,0,1341.0
1229,60,23,0,1229.0
2170,113,38,1,2604.0
2966,93,83,1,4449.0
1375,77,59,0,1375.0
1354,21,14,1,1354.0
1662,58,81,0,1662.0
1351,85,78,1,2026.5
1343,69,97,0,1343.0
2602,10,66,0,2602.0
1604,6,35,1,1924.8
2535,115,15,0,2535.0
1934,13,25,1,2127.4
1496,65,69,0,1496.0
578,20,21,0,578.0
2659,57,84,0,2659.0
2228,111,12,0,2228.0
1657,46,72,1,2485.5
864,8,73,0,864.0
2174,10,71,1,3261.0
1630,73,15,1,1630.0
1284,113,28,0,1284.0
2813,105,27,0,2813.0
2723,67,89,1,4084.5
2827,11,96,1,4240.5
1732,12,52,0,1732.0
2054,10,82,1,3081.0
1344,25,12,1,1344.0
1324,49,81,1,1986.0
2338,49,47,0,2338.0
893,89,77,1,1339.5
1946,11,85,1,2919.0
2369,62,53,1,3316.6
1494,118,98,1,2241.0
2811,36,89,0,2811.0
2225,39,72,0,2225.0
1162,53,51,1,1626.8
2723,90,73,1,4084.5
449,78,63,1,673.5
1305,103,87,0,1305.0
963,56,86,0,963.0
1182,104,80,1,1773.0
2932,1,85,1,4398.0
2440,56,46,0,2440.0
2231,118,13,1,2231.0
983,4,11,1,983.0
1719,30,53,0,1719.0
635,12,76,0,635.0
2503,35,77,0,2503.0
2342,77,85,0,2342.0
759,52,92,0,759.0
2330,31,83,1,3495.0
509,102,71,0,509.0
591,107,10,0,591.0
1303,87,26,0,1303.0
1516,68,25,0,1516.0
1261,52,18,0,1261.0
1483,80,62,0,1483.0
1049,7,82,1,1573.5
438,22,68,0,438.0
1036,93,18,1,1036.0
1436,75,21,1,1579.6000000000001
435,56,50,0,435.0
2548,97,24,0,2548.0
1761,58,75,1,2641.5
2383,93,84,1,3574.5
565,64,20,1,621.5
2830,103,17,0,2830.0
2279,12,64,1,3418.5
430,7,15,0,430.0
410,55,62,0,410.0
2411,103,29,1,2652.1000000000004
2543,106,48,0,2543.0
2900,62,81,0,2900.0
2639,112,43,1,3430.7000000000003
885,90,66,1,1327.5
1689,104,28,0,1689.0
1847,73,80,1,2770.5
2685,105,40,0,2685.0
2343,98,91,1,3514.5
2363,109,49,1,3071.9
2251,77,23,1,2476.1000000000004
1869,55,90,1,2803.5
1766,119,46,0,1766.0
1390,36,53,1,1945.9999999999998
1224,89,18,0,1224.0
1862,24,67,0,1862.0
2553,44,29,1,2808.3
2628,17,59,1,3679.2
2631,2,29,1,2894.1000000000004
625,13,45,1,812.5
1176,31,36,1,1411.2
1512,93,81,0,1512.0
1087,114,41,1,1413.1000000000001
929,28,10,0,929.0
1371,60,26,0,1371.0
1335,27,18,0,1335.0
1822,15,93,0,1822.0
2553,95,54,1,3574.2
1694,104,75,1,2541.0
2398,79,41,0,2398.0
1926,33,54,0,1926.0
1078,20,18,1,1078.0
2840,42,39,0,2840.0
439,12,93,1,658.5
1505,101,47,0,1505.0
1244,73,69,1,1866.0
2143,23,10,0,2143.0
2648,72,14,0,2648.0
846,96,72,0,846.0
1634,112,45,1,2124.2000000000003
2891,14,74,1,4336.5
1750,91,87,1,2625.0
626,25,82,0,626.0
447,77,33,0,447.0
1862,119,13,0,1862.0
2230,85,87,0,2230.0
586,109,98,0,586.0
2792,31,77,0,2792.0
2671,101,34,1,3205.2
2935,112,83,1,4402.5
2332,107,16,1,2332.0
1248,54,22,0,1248.0
2432,5,77,1,3648.0
1652,13,52,0,1652.0
1813,28,66,0,1813.0
1378,43,45,1,1791.4
2012,89,23,0,2012.0
1416,115,91,0,1416.0
2635,99,81,0,2635.0
2281,47,36,0,2281.0
669,103,46,0,669.0
2030,71,96,1,3045.0
709,38,80,1,1063.5
2443,96,85,0,2443.0
1974,67,34,0,1974.0
1495,62,76,1,2242.5
2095,109,99,1,3142.5
2933,39,13,1,2933.0
1845,37,88,0,1845.0
2567,119,83,1,3850.5
619,114,94,1,928.5
452,86,25,0,452.0
2157,8,28,0,2157.0
1874,81,38,1,2248.7999999999997
2066,52,60,0,2066.0
1660,91,27,1,1826.0000000000002
1119,33,67,1,1678.5
805,110,53,0,805.0
2869,81,25,0,2869.0
2694,42,74,1,4041.0
471,76,11,0,471.0
2253,112,65,0,2253.0
2632,110,88,0,2632.0
2453,27,37,0,2453.0
1629,112,74,0,1629.0
1967,8,14,0,1967.0
786,23,31,0,786.0
2191,106,22,1,2410.1000000000004
1098,113,74,0,1098.0
1600,64,25,1,1760.0000000000002
1226,93,95,0,1226.0
2222,114,73,1,3333.0
748,20,41,0,748.0
1678,16,89,1,2517.0
707,17,60,0,707.0
1550,80,88,1,2325.0
2360,19,67,0,2360.0
2734,8,55,0,2734.0
1165,38,61,1,1747.5
1124,38,72,1,1686.0
2019,53,85,0,2019.0
782,93,69,1,1173.0
2835,105,74,1,4252.5
924,100,90,0,924.0
675,90,64,1,1012.5
2947,31,66,0,2947.0
736,44,80,1,1104.0
2373,60,82,0,2373.0
880,76,95,1,1320.0
1310,119,35,0,1310.0
2396,17,21,0,2396.0
1751,79,80,1,2626.5
2433,73,55,1,3406.2
2154,39,56,0,2154.0
508,42,88,0,508.0
727,48,47,1,945.1
2199,12,30,1,2638.7999999999997
714,96,23,1,785.4000000000001
1534,89,11,1,1534.0
1180,103,81,1,1770.0
1920,18,79,1,2880.0
555,79,42,0,555.0
1896,96,15,1,1896.0
2124,6,99,1,3186.0
1286,108,46,1,1671.8
1121,43,23,1,1233.1000000000001
1312,116,46,0,1312.0
1270,35,17,0,1270.0
412,98,86,0,412.0
897,102,22,0,897.0
2156,54,49,1,2802.8
2685,62,67,0,2685.0
1517,69,27,1,1668.7
1594,82,66,1,2391.0
2404,16,92,0,2404.0
2047,8,47,0,2047.0
1990,89,41,1,2587.0
1890,96,95,0,1890.0
542,90,75,0,542.0
1624,116,86,1,2436.0
2926,86,96,1,4389.0
964,31,34,1,1156.8
2918,107,67,1,4377.0
2831,10,84,1,4246.5
2115,56,42,0,2115.0
816,76,97,1,1224.0
2248,117,75,1,3372.0
2755,92,39,1,3306.0
2117,70,90,0,2117.0
1790,20,43,1,2327.0
1467,5,95,1,2200.5
2266,23,78,0,2266.0
1521,9,57,1,2129.4
1688,58,49,1,2194.4
2206,59,60,1,3309.0
2587,93,89,0,2587.0
1904,80,22,0,1904.0
1416,54,99,1,2124.0
1352,46,40,1,1757.6000000000001
471,22,48,1,612.3000000000001
2090,64,72,0,2090.0
1691,8,57,0,1691.0
1744,20,96,0,1744.0
2554,51,57,0,2554.0
1282,78,70,0,1282.0
538,39,21,0,538.0
2720,37,87,1,4080.0
1904,50,65,0,1904.0
2863,34,27,1,3149.3
2953,75,36,0,2953.0
1132,118,37,1,1358.3999999999999
2148,104,91,0,2148.0
823,33,89,1,1234.5
1991,31,61,1,2986.5
789,54,25,1,867.9000000000001
741,44,86,0,741.0
1345,34,67,0,1345.0
1013,114,18,0,1013.0
892,71,35,1,1070.3999999999999
591,113,37,1,709.1999999999999
898,118,86,1,1347.0
1221,62,45,0,1221.0
2135,23,18,0,2135.0
1656,46,56,1,2318.3999999999996
2368,56,87,0,2368.0
626,7,60,0,626.0
1794,118,85,0,1794.0
2586,89,66,0,2586.0
1216,61,41,1,1580.8
1873,3,76,0,1873.0
1486,38,66,0,1486.0
503,84,63,1,754.5
2274,34,25,1,2501.4
1270,113,71,0,1270.0
1067,44,93,0,1067.0
2442,108,65,0,2442.0
672,30,32,0,672.0
1429,17,26,1,1571.9
2631,59,89,1,3946.5
1451,10,47,1,1886.3
1973,99,81,0,1973.0
692,84,92,0,692.0
2624,18,39,1,3148.7999999999997
2505,45,67,0,2505.0
1692,108,87,1,2538.0
707,91,31,1,848.4
1376,59,26,1,1513.6000000000001
1651,62,24,1,1816.1000000000001
1670,59,57,1,2338.0
1917,49,41,1,2492.1
2530,100,86,1,3795.0
1609,63,94,0,1609.0
2699,87,49,1,3508.7000000000003
1778,32,66,1,2667.0
2173,10,67,0,2173.0
2119,11,25,1,2330.9
2442,102,37,0,2442.0
1195,70,10,1,1195.0
1296,105,50,0,1296.0
2361,62,57,0,2361.0
609,47,40,0,609.0
2894,34,45,1,3762.2000000000003
2907,100,42,0,2907.0
1367,101,42,1,1777.1000000000001
871,17,91,1,1306.5
2817,104,32,1,3380.4
1322,104,69,1,1983.0
536,54,96,1,804.0
766,76,88,1,1149.0
583,85,99,1,874.5
2919,40,39,0,2919.0
1798,19,98,1,2697.0
936,67,54,1,1310.3999999999999
2002,82,89,0,2002.0
1673,53,48,1,2174.9
2957,115,54,0,2957.0
1496,64,87,0,1496.0
1705,83,90,1,2557.5
1315,47,21,1,1446.5000000000002
551,6,41,0,551.0
1428,16,65,1,2142.0
1618,72,33,0,1618.0
2377,112,22,0,2377.0
2911,18,29,1,3202.1000000000004
670,52,88,0,670.0
1586,48,65,1,2379.0
859,43,62,1,1288.5
504,39,77,0,504.0
2110,49,63,0,2110.0
2609,113,43,1,3391.7000000000003
2798,12,37,1,3357.6
833,109,59,1,1166.1999999999998
539,10,11,0,539.0
1894,71,35,1,2272.7999999999997
486,110,60,0,486.0
2111,55,56,0,2111.0
2630,1,35,0,2930.0
2815,49,93,1,4222.5
528,36,93,0,528.0
1669,21,84,1,2503.5
2001,37,83,0,2001.0
1069,116,70,1,1603.5
548,24,32,1,657.6
1384,55,46,0,1384.0
1251,25,50,1,1751.3999999999999
1856,7,61,0,1856.0
1027,106,92,0,1027.0
1892,81,91,0,1892.0
2893,93,58,0,2893.0
2444,94,36,0,2444.0
1283,71,15,0,1283.0
2741,97,83,0,2741.0
2188,71,75,1,3282.0
649,24,33,0,649.0
1347,11,47,0,1347.0
1374,73,37,1,1648.8
1725,12,37,1,2070.0
1383,35,75,0,1383.0
1288,63,70,0,1288.0
2517,68,55,0,2517.0
1274,100,78,1,1911.0
1726,92,84,0,1726.0
870,57,83,1,1305.0
2387,13,52,0,2387.0
490,23,68,0,490.0
929,83,11,1,929.0
1060,106,24,0,1060.0
1138,101,46,0,1138.0
1271,39,80,0,1271.0
2086,88,29,1,2294.6000000000004
591,80,44,0,591.0
2386,97,43,0,2386.0
2585,12,95,1,3877.5
744,34,40,1,967.2
1408,71,96,0,1408.0
2950,75,28,0,2950.0
602,31,77,1,903.0
972,93,33,0,972.0
591,62,93,0,591.0
2452,13,48,1,3187.6
2313,31,63,0,2313.0
2116,2,48,0,2416.0
710,103,26,1,781.0000000000001
2996,15,28,0,2996.0
2503,57,57,0,2503.0
842,75,44,0,842.0
1660,34,41,1,2158.0
1269,103,56,0,1269.0
984,68,56,1,1377.6
1994,75,73,1,2991.0
1937,29,55,0,1937.0
759,66,44,1,986.7
2123,16,26,0,2123.0
2477,39,51,0,2477.0
2202,77,38,0,2202.0
2411,37,79,1,3616.5
2555,81,26,0,2555.0
1243,21,90,0,1243.0
2025,44,23,0,2025.0
1290,19,33,1,1548.0
2391,71,66,1,3586.5
2382,102,59,0,2382.0
1359,8,66,0,1359.0
1868,77,70,0,1868.0
1861,101,48,0,1861.0
1131,66,64,1,1696.5
1005,41,45,1,1306.5
2904,75,46,1,3775.2000000000003
1014,88,23,1,1115.4
2404,70,36,1,2884.7999999999997
2119,61,92,1,3178.5
1073,26,40,1,1394.9
1670,71,82,0,1670.0
2990,103,90,0,2990.0
1987,83,92,0,1987.0
2011,70,53,0,2011.0
1296,107,77,0,1296.0
1862,29,57,0,1862.0
677,107,66,1,1015.5
951,103,84,0,951.0
2036,66,31,1,2443.2
2558,19,13,0,2558.0
2832,68,90,1,4248.0
1160,58,81,1,1740.0
1849,70,55,0,1849.0
804,113,68,0,804.0
1758,57,43,0,1758.0
1632,37,20,0,1632.0
421,61,40,0,421.0
1077,92,20,1,1184.7
2428,30,65,0,2428.0
1631,71,47,1,2120.3
2455,73,30,1,2946.0
2208,25,19,1,2208.0
928,97,35,0,928.0
2437,65,17,0,2437.0
2076,115,17,0,2076.0
1056,6,69,0,1056.0
565,18,81,0,565.0
1248,10,43,0,1248.0
895,92,25,1,984.5000000000001
989,11,22,0,989.0
828,97,96,1,1242.0
562,65,85,1,843.0
2813,77,31,0,2813.0
1662,101,36,0,1662.0
471,84,73,0,471.0
1054,65,11,0,1054.0
668,52,35,0,668.0
2176,67,92,0,2176.0
2862,82,78,1,4293.0
1668,105,93,1,2502.0
1415,78,39,1,1698.0
1483,31,17,1,1483.0
405,91,47,1,526.5
1381,17,70,1,2071.5
806,55,90,0,806.0
2353,110,74,0,2353.0
2473,93,76,0,2473.0
1385,36,55,1,1938.9999999999998
789,101,99,1,1183.5
1109,26,81,1,1663.5
1871,53,52,0,1871.0
1153,17,68,0,1153.0
2593,86,55,0,2593.0
1811,25,81,1,2716.5
1672,2,44,1,2173.6
925,119,48,1,1202.5
1885,86,60,0,1885.0
2460,5,13,1,2460.0
2831,4,89,0,2831.0
955,36,86,0,955.0
418,6,93,0,418.0
974,116,60,0,974.0
1403,21,14,0,1403.0
2866,77,64,0,2866.0
2866,118,29,0,2866.0
2338,101,33,1,2805.6
2339,119,45,0,2339.0
2035,89,43,1,2645.5
2098,26,63,0,2098.0
2569,55,43,0,2569.0
831,39,92,0,831.0
2491,84,26,1,2740.1000000000004
2295,33,14,0,2295.0
2343,14,98,0,2343.0
1740,56,27,1,1914.0000000000002
2828,100,64,1,4242.0
544,81,62,1,816.0
2810,21,59,1,3933.9999999999995
1473,46,81,0,1473.0
1488,16,88,0,1488.0
2802,110,54,1,3922.7999999999997
1199,16,22,0,1199.0
1551,84,25,1,1706.1000000000001
2845,29,95,1,4267.5
2356,92,93,1,3534.0
862,8,22,0,862.0
2174,88,29,1,2391.4
2445,3,75,0,2445.0
1207,89,56,0,1207.0
586,19,28,0,586.0
2143,97,54,1,3000.2
1131,66,46,0,1131.0
2335,79,63,1,3502.5
1613,86,15,0,1613.0
1811,74,23,0,1811.0
828,82,13,0,828.0
1707,22,95,1,2560.5
2684,46,64,1,4026.0
1617,113,43,1,2102.1
1710,91,36,1,2052.0
1170,13,16,0,1170.0
1157,33,12,0,1157.0
535,5,56,1,749.0
1191,90,11,1,1191.0
570,77,89,1,855.0
2606,27,34,1,3127.2
2648,78,69,0,2648.0
1980,24,88,1,2970.0
1361,67,33,1,1633.2
1275,111,24,0,1275.0
2818,115,23,1,3099.8
502,63,63,0,502.0
1401,113,87,1,2101.5
1548,94,15,0,1548.0
1881,99,87,1,2821.5
1057,48,90,1,1585.5
1620,63,27,1,1782.0000000000002
822,78,29,1,904.2
570,12,71,1,855.0
2620,28,90,0,2620.0
852,44,89,1,1278.0
2797,93,49,0,2797.0
2375,43,48,0,2375.0
2057,17,61,0,2057.0
2941,40,41,0,2941.0
2453,49,82,1,3679.5
687,85,36,1,824.4
2041,57,61,1,3061.5
1847,87,72,1,2770.5
2313,84,83,0,2313.0
1007,64,72,0,1007.0
856,75,26,0,856.0
2164,57,58,1,3029.6
1625,98,90,1,2437.5
1635,74,91,1,2452.5
1429,74,32,1,1714.8
2823,107,81,0,2823.0
846,70,22,1,930.6
1234,100,32,1,1480.8
1210,88,66,0,1210.0
1824,76,71,0,1824.0
1811,43,63,1,2716.5
1358,119,29,1,1493.8000000000002
1875,23,95,0,1875.0
1208,27,61,1,1812.0
1378,58,32,0,1378.0
2863,109,44,0,2863.0
1125,37,76,1,1687.5
2901,6,43,0,2901.0
1616,65,42,1,2100.8
2597,6,55,1,3635.7999999999997
2303,50,90,1,3454.5
1178,22,54,1,1649.1999999999998
1372,105,28,0,1372.0
1938,88,96,1,2907.0
1816,25,24,1,1997.6000000000001
2523,79,87,0,2523.0
998,90,75,1,1497.0
624,72,48,1,811.2
1953,51,27,1,2148.3
2560,88,79,1,3840.0
2698,48,68,0,2698.0
1240,102,41,0,1240.0
2214,70,30,1,2656.7999999999997
1113,118,49,0,1113.0
1506,99,36,0,1506.0
524,106,11,0,524.0
1492,65,89,0,1492.0
1679,60,48,1,2182.7000000000003
2150,46,95,0,2150.0
429,36,65,1,643.5
2728,58,22,1,3000.8
2417,76,65,0,2417.0
2815,38,75,1,4222.5
894,11,87,0,894.0
2009,12,65,1,3013.5
1117,42,37,1,1340.3999999999999
1416,114,73,0,1416.0
1737,39,80,1,2605.5
1005,71,91,0,1005.0
774,11,73,1,1161.0
2360,36,65,1,3540.0
1448,52,50,0,1448.0
1757,31,50,0,1757.0
515,33,13,0,515.0
2495,13,66,1,3742.5
2201,18,39,0,2201.0
2546,41,97,0,2546.0
1882,58,93,0,1882.0
1946,56,55,0,1946.0
2020,24,65,1,3030.0
2852,73,40,1,3707.6
1084,31,97,1,1626.0
2950,55,16,1,2950.0
1871,105,99,1,2806.5
1999,10,86,1,2998.5
2705,60,63,0,2705.0
2568,2,17,1,2568.0
1209,102,64,0,1209.0
1377,15,78,0,1377.0
2501,3,53,0,2501.0
1754,43,22,0,1754.0
1183,31,29,1,1301.3000000000002
640,70,87,1,960.0
2178,67,41,1,2831.4
1953,56,69,0,1953.0
882,63,59,1,1234.8
1412,75,36,1,1694.3999999999999
586,15,34,1,703.1999999999999
2281,109,61,1,3421.5
2709,116,77,1,4063.5
1352,92,30,1,1622.3999999999999
1787,10,27,0,1787.0
890,38,48,0,890.0
830,47,24,1,913.0000000000001
638,57,62,0,638.0
2751,50,47,0,2751.0
2745,114,57,1,3842.9999999999995
475,71,61,0,475.0
1756,15,97,1,2634.0
2323,18,81,0,2323.0
2181,82,37,1,2617.2
1226,116,94,0,1226.0
2730,105,25,0,2730.0
990,88,25,0,990.0
